,RIC,Date_Time,Price,Volume,Market_VWAP,Qualifiers,Ex_Cntrb_ID,TradeCategory,GMT_Offset,Type
199,1606.HK,2016-07-11 07:56:50.092994+00:00,1.88,20000,1.96,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
200,1606.HK,2016-07-11 07:56:50.092994+00:00,1.88,1000000,1.9595,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
201,1606.HK,2016-07-11 07:56:56.229369+00:00,1.88,50000,1.9592,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
202,1606.HK,2016-07-11 07:57:05.749076+00:00,1.88,104000,1.9589,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
203,1606.HK,2016-07-11 07:58:18.748309+00:00,1.87,10000,1.9589,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
204,1606.HK,2016-07-11 07:58:39.204493+00:00,1.87,2000,1.9583,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
205,1606.HK,2016-07-11 07:58:39.204493+00:00,1.87,1000000,1.9578,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
206,1606.HK,2016-07-11 07:59:09.776404+00:00,1.86,14000,1.9557,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
207,1606.HK,2016-07-11 07:59:27.324473+00:00,1.86,4000,1.9551,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
208,1606.HK,2016-07-11 07:59:43.089103+00:00,1.86,50000,1.9534,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
209,1606.HK,2016-07-11 07:59:46.924647+00:00,1.86,112000,1.9532,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
210,1606.HK,2016-07-11 07:59:49.108771+00:00,1.86,80000,1.9531,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
211,1606.HK,2016-07-11 01:00:00.209130+00:00,1.9,4000,,X[ACT_FLAG1],,X[ACT_FLAG1],8,Trade
212,1606.HK,2016-07-11 01:20:00.253796+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
213,1606.HK,2016-07-11 01:20:00.253869+00:00,2,200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
214,1606.HK,2016-07-11 01:20:00.253938+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
215,1606.HK,2016-07-11 01:20:00.254006+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
216,1606.HK,2016-07-11 01:20:00.257020+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
217,1606.HK,2016-07-11 01:20:00.257020+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
218,1606.HK,2016-07-11 01:20:00.257088+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
219,1606.HK,2016-07-11 01:20:00.257155+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
220,1606.HK,2016-07-11 01:20:00.257223+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
221,1606.HK,2016-07-11 01:20:00.257223+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
222,1606.HK,2016-07-11 01:20:00.261641+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
223,1606.HK,2016-07-11 01:20:00.262422+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
224,1606.HK,2016-07-11 01:20:00.262422+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
225,1606.HK,2016-07-11 01:20:00.263171+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
226,1606.HK,2016-07-11 01:20:00.263239+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
227,1606.HK,2016-07-11 01:20:00.263312+00:00,2,1000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
228,1606.HK,2016-07-11 01:20:00.263393+00:00,2,10000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
229,1606.HK,2016-07-11 01:20:00.263468+00:00,2,50000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
230,1606.HK,2016-07-11 01:20:00.266886+00:00,2,50000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
231,1606.HK,2016-07-11 01:20:00.267025+00:00,2,20000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
232,1606.HK,2016-07-11 01:20:00.267752+00:00,2,1000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
233,1606.HK,2016-07-11 01:20:00.267872+00:00,2,1200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
234,1606.HK,2016-07-11 01:20:00.267872+00:00,2,906000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
235,1606.HK,2016-07-11 01:20:00.267992+00:00,2,894000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
236,1606.HK,2016-07-11 01:20:00.267992+00:00,2,1000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
237,1606.HK,2016-07-11 01:20:00.274423+00:00,2,2000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
238,1606.HK,2016-07-11 06:31:10.684051+00:00,1.85,10000,1.9701,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
239,1606.HK,2016-07-11 06:56:22.885297+00:00,1.88,2000,1.9655,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
240,1606.HK,2016-07-11 01:30:00.370494+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
241,1606.HK,2016-07-11 01:30:00.422525+00:00,2,694000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
242,1606.HK,2016-07-11 01:30:00.622449+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
243,1606.HK,2016-07-11 01:30:00.694666+00:00,2,816000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
244,1606.HK,2016-07-11 01:30:01.178567+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
245,1606.HK,2016-07-11 01:30:02.130857+00:00,2,998000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
246,1606.HK,2016-07-11 01:30:02.146601+00:00,2.01,2000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
247,1606.HK,2016-07-11 01:30:02.166585+00:00,2,1200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
248,1606.HK,2016-07-11 01:30:02.230606+00:00,2,20000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
249,1606.HK,2016-07-11 01:30:02.594642+00:00,1.99,30000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
250,1606.HK,2016-07-11 01:30:05.646769+00:00,1.99,20000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
251,1606.HK,2016-07-11 01:30:23.746973+00:00,2,2000,1.9999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
252,1606.HK,2016-07-11 01:30:27.114114+00:00,2,2000,1.9999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
253,1606.HK,2016-07-11 01:30:29.962397+00:00,1.99,20000,1.9999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
254,1606.HK,2016-07-11 01:30:31.782423+00:00,1.99,80000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
255,1606.HK,2016-07-11 01:30:32.450270+00:00,1.99,50000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
256,1606.HK,2016-07-11 01:30:50.010520+00:00,1.99,162000,1.9997,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
257,1606.HK,2016-07-11 01:30:54.186570+00:00,1.99,4000,1.9997,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
258,1606.HK,2016-07-11 01:31:09.470426+00:00,1.99,4000,1.9997,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
259,1606.HK,2016-07-11 01:31:26.954449+00:00,1.99,200000,1.9997,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
260,1606.HK,2016-07-11 01:31:29.626929+00:00,1.99,500000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
261,1606.HK,2016-07-11 01:31:32.022797+00:00,1.99,30000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
262,1606.HK,2016-07-11 01:31:36.566346+00:00,1.99,20000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
263,1606.HK,2016-07-11 01:31:47.935030+00:00,1.99,2000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
264,1606.HK,2016-07-11 01:31:53.391357+00:00,1.99,4000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
265,1606.HK,2016-07-11 01:32:06.027110+00:00,1.99,4000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
266,1606.HK,2016-07-11 01:32:16.366322+00:00,1.99,200000,1.9994,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
267,1606.HK,2016-07-11 01:32:29.610134+00:00,1.99,300000,1.9991,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
268,1606.HK,2016-07-11 01:32:38.614630+00:00,1.99,20000,1.9991,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
269,1606.HK,2016-07-11 01:32:46.486088+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
270,1606.HK,2016-07-11 01:32:55.890628+00:00,1.99,50000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
271,1606.HK,2016-07-11 01:33:09.806470+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
272,1606.HK,2016-07-11 01:33:17.775094+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
273,1606.HK,2016-07-11 01:33:29.902638+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
274,1606.HK,2016-07-11 01:35:19.883809+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
275,1606.HK,2016-07-11 01:36:06.534729+00:00,1.98,12000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
276,1606.HK,2016-07-11 01:36:50.479387+00:00,1.98,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
277,1606.HK,2016-07-11 01:37:34.674867+00:00,1.98,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
278,1606.HK,2016-07-11 01:41:18.538920+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
279,1606.HK,2016-07-11 01:41:31.083150+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
280,1606.HK,2016-07-11 01:42:26.954828+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
281,1606.HK,2016-07-11 01:42:43.646815+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
282,1606.HK,2016-07-11 01:43:15.339661+00:00,1.98,8000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
283,1606.HK,2016-07-11 01:44:22.563582+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
284,1606.HK,2016-07-11 01:45:43.151260+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
285,1606.HK,2016-07-11 01:46:05.035591+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
286,1606.HK,2016-07-11 01:46:46.162908+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
287,1606.HK,2016-07-11 01:47:20.838955+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
288,1606.HK,2016-07-11 01:47:59.431170+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
289,1606.HK,2016-07-11 01:48:54.107792+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
290,1606.HK,2016-07-11 01:49:23.491574+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
291,1606.HK,2016-07-11 01:49:24.739652+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
292,1606.HK,2016-07-11 01:49:26.987781+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
293,1606.HK,2016-07-11 01:49:31.251498+00:00,1.98,50000,1.9987,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
294,1606.HK,2016-07-11 01:49:35.267717+00:00,1.98,2000,1.9987,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
295,1606.HK,2016-07-11 01:49:37.663875+00:00,1.98,500000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
296,1606.HK,2016-07-11 01:53:21.400021+00:00,1.97,2000,1.9983,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
297,1606.HK,2016-07-11 01:58:27.367921+00:00,1.96,4000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
298,1606.HK,2016-07-11 02:00:02.033040+00:00,1.95,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
299,1606.HK,2016-07-11 02:02:35.680152+00:00,1.96,2000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
300,1606.HK,2016-07-11 02:03:54.648752+00:00,1.96,6000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
301,1606.HK,2016-07-11 02:06:31.392842+00:00,1.96,20000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
302,1606.HK,2016-07-11 02:10:54.133108+00:00,1.95,6000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
303,1606.HK,2016-07-11 02:11:15.620448+00:00,1.96,28000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
304,1606.HK,2016-07-11 02:11:15.620622+00:00,1.96,4000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
305,1606.HK,2016-07-11 02:13:38.580789+00:00,1.96,2000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
306,1606.HK,2016-07-11 02:13:48.441823+00:00,1.96,6000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
307,1606.HK,2016-07-11 02:16:54.409180+00:00,1.95,2000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
308,1606.HK,2016-07-11 02:19:40.273717+00:00,1.95,4000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
309,1606.HK,2016-07-11 02:20:53.297083+00:00,1.96,8000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
310,1606.HK,2016-07-11 02:20:53.297083+00:00,1.96,20000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
311,1606.HK,2016-07-11 02:23:22.702422+00:00,1.95,4000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
312,1606.HK,2016-07-11 02:25:12.802175+00:00,1.95,188000,1.9978,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
313,1606.HK,2016-07-11 02:29:38.973660+00:00,1.95,20000,1.9957,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
314,1606.HK,2016-07-11 02:30:55.346701+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
315,1606.HK,2016-07-11 02:33:27.505854+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
316,1606.HK,2016-07-11 02:38:14.886525+00:00,1.94,10000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
317,1606.HK,2016-07-11 02:38:44.426951+00:00,1.94,6000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
318,1606.HK,2016-07-11 02:46:21.414918+00:00,1.94,6000,1.9951,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
319,1606.HK,2016-07-11 02:46:21.459452+00:00,1.93,2000,1.9939,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
320,1606.HK,2016-07-11 02:46:29.954318+00:00,1.92,2000,1.9938,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
321,1606.HK,2016-07-11 02:49:13.751071+00:00,1.91,150000,1.9911,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
322,1606.HK,2016-07-11 02:49:13.751071+00:00,1.9,2000000,1.9896,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
323,1606.HK,2016-07-11 02:49:13.751147+00:00,1.9,1700000,1.988,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
324,1606.HK,2016-07-11 02:49:13.751209+00:00,1.9,1000000,1.9859,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
325,1606.HK,2016-07-11 02:55:07.403382+00:00,1.9,10000,1.9843,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
326,1606.HK,2016-07-11 02:58:03.339735+00:00,1.89,2000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
327,1606.HK,2016-07-11 02:58:35.551674+00:00,1.9,10000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
328,1606.HK,2016-07-11 02:59:31.591738+00:00,1.89,2000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
329,1606.HK,2016-07-11 03:00:30.351596+00:00,1.9,8000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
330,1606.HK,2016-07-11 03:08:44.475883+00:00,1.89,100000,1.984,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
331,1606.HK,2016-07-11 03:22:07.980687+00:00,1.9,24000,1.9837,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
332,1606.HK,2016-07-11 03:30:01.589171+00:00,1.9,26000,1.9836,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
333,1606.HK,2016-07-11 03:36:30.802724+00:00,1.9,4000,1.9829,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
334,1606.HK,2016-07-11 03:36:53.954243+00:00,1.9,20000,1.9829,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
335,1606.HK,2016-07-11 03:41:56.270322+00:00,1.9,10000,1.9828,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
336,1606.HK,2016-07-11 05:04:11.534803+00:00,1.9,100000,1.9816,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
337,1606.HK,2016-07-11 05:04:54.775258+00:00,1.89,260000,1.9809,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
338,1606.HK,2016-07-11 05:04:54.818424+00:00,1.89,2000,1.9809,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
339,1606.HK,2016-07-11 05:04:54.818489+00:00,1.89,8000,1.9808,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
340,1606.HK,2016-07-11 05:04:55.227283+00:00,1.89,130000,1.9807,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
341,1606.HK,2016-07-11 05:05:02.190723+00:00,1.89,20000,1.9805,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
342,1606.HK,2016-07-11 05:05:04.274933+00:00,1.89,10000,1.9805,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
343,1606.HK,2016-07-11 05:09:24.934912+00:00,1.89,10000,1.9804,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
344,1606.HK,2016-07-11 05:18:43.028117+00:00,1.88,480000,1.98,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
345,1606.HK,2016-07-11 05:36:33.836671+00:00,1.88,4000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
346,1606.HK,2016-07-11 05:39:08.352737+00:00,1.88,6000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
347,1606.HK,2016-07-11 05:39:08.352805+00:00,1.88,4000,1.9792,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
348,1606.HK,2016-07-11 05:39:57.212898+00:00,1.88,4000,1.979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
349,1606.HK,2016-07-11 05:51:00.289119+00:00,1.88,30000,1.9781,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
350,1606.HK,2016-07-11 05:56:35.349538+00:00,1.88,24000,1.9781,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
351,1606.HK,2016-07-11 06:13:14.642661+00:00,1.87,2000,1.9772,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
352,1606.HK,2016-07-11 06:13:54.139611+00:00,1.88,100000,1.9772,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
353,1606.HK,2016-07-11 06:17:03.531014+00:00,1.87,8000,1.9771,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
354,1606.HK,2016-07-11 06:24:11.907058+00:00,1.87,6000,1.9768,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
355,1606.HK,2016-07-11 06:24:11.947861+00:00,1.87,20000,1.9764,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
356,1606.HK,2016-07-11 06:24:15.960117+00:00,1.87,2000,1.9763,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
357,1606.HK,2016-07-11 06:24:19.968361+00:00,1.86,162000,1.976,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
358,1606.HK,2016-07-11 06:26:20.467468+00:00,1.86,2000,1.9753,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
359,1606.HK,2016-07-11 06:26:20.467551+00:00,1.86,200000,1.9749,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
360,1606.HK,2016-07-11 06:26:24.539858+00:00,1.86,10000,1.9746,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
361,1606.HK,2016-07-11 06:29:55.656577+00:00,1.85,2000,1.9744,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
362,1606.HK,2016-07-11 06:30:05.447446+00:00,1.86,2000,1.9744,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
363,1606.HK,2016-07-11 06:35:52.651582+00:00,1.85,4000,1.97,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
364,1606.HK,2016-07-11 06:36:51.432062+00:00,1.85,56000,1.97,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
365,1606.HK,2016-07-11 06:43:57.721331+00:00,1.85,2000,1.9678,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
366,1606.HK,2016-07-11 06:46:37.796997+00:00,1.85,50000,1.9671,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
367,1606.HK,2016-07-11 06:47:17.085347+00:00,1.85,2000,1.9671,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
368,1606.HK,2016-07-11 06:49:23.164759+00:00,1.85,2000,1.9671,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
369,1606.HK,2016-07-11 06:51:31.677202+00:00,1.85,2000,1.967,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
370,1606.HK,2016-07-11 06:54:05.141140+00:00,1.86,2000,1.9666,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
371,1606.HK,2016-07-11 06:55:05.596718+00:00,1.87,46000,1.9664,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
372,1606.HK,2016-07-11 06:55:05.597597+00:00,1.87,76000,1.9664,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
373,1606.HK,2016-07-11 06:55:08.525773+00:00,1.86,2000,1.9663,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
374,1606.HK,2016-07-11 06:56:05.741195+00:00,1.87,74000,1.9655,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
375,1606.HK,2016-07-11 07:17:09.674808+00:00,1.86,10000,1.9652,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
376,1606.HK,2016-07-11 07:17:09.727436+00:00,1.86,20000,1.9651,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
377,1606.HK,2016-07-11 07:17:17.838240+00:00,1.86,132000,1.9649,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
378,1606.HK,2016-07-11 07:17:43.283449+00:00,1.86,10000,1.9648,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
379,1606.HK,2016-07-11 07:17:44.738813+00:00,1.86,10000,1.9648,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
380,1606.HK,2016-07-11 07:18:10.402213+00:00,1.86,42000,1.9647,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
381,1606.HK,2016-07-11 07:18:29.431230+00:00,1.86,12000,1.9647,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
382,1606.HK,2016-07-11 07:18:49.179427+00:00,1.86,30000,1.9645,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
383,1606.HK,2016-07-11 07:35:29.467592+00:00,1.85,128000,1.9629,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
384,1606.HK,2016-07-11 07:36:25.906844+00:00,1.86,20000,1.9628,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
385,1606.HK,2016-07-11 07:37:47.219599+00:00,1.86,162000,1.9627,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
386,1606.HK,2016-07-11 07:37:47.220064+00:00,1.86,32000,1.9626,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
387,1606.HK,2016-07-11 07:38:19.712009+00:00,1.86,20000,1.9626,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
388,1606.HK,2016-07-11 07:40:29.860860+00:00,1.86,68000,1.9624,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
389,1606.HK,2016-07-11 07:40:51.343296+00:00,1.86,2000,1.9622,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
390,1606.HK,2016-07-11 07:41:35.052790+00:00,1.87,6000,1.9622,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
391,1606.HK,2016-07-11 07:41:39.841078+00:00,1.87,76000,1.9622,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
392,1606.HK,2016-07-11 07:41:58.711276+00:00,1.87,20000,1.9622,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
393,1606.HK,2016-07-11 07:48:46.000028+00:00,1.88,200000,1.962,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
394,1606.HK,2016-07-11 07:48:46.000028+00:00,1.88,200000,1.9618,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
395,1606.HK,2016-07-11 07:48:46.660839+00:00,1.88,100000,1.9618,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
396,1606.HK,2016-07-11 07:48:52.876313+00:00,1.89,16000,1.9617,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
397,1606.HK,2016-07-11 07:48:54.253287+00:00,1.89,82000,1.9617,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
398,1606.HK,2016-07-11 07:48:55.080542+00:00,1.88,124000,1.9615,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
399,1606.HK,2016-07-11 07:49:39.737045+00:00,1.88,50000,1.9614,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
400,1606.HK,2016-07-11 07:50:00.072240+00:00,1.9,2000,1.9613,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
401,1606.HK,2016-07-11 07:50:10.879923+00:00,1.89,50000,1.9612,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
