,RIC,Date_Time,Price,Volume,Market_VWAP,Qualifiers,Ex_Cntrb_ID,TradeCategory,GMT_Offset,Type
402,1606.HK,2016-07-11 07:50:14.600156+00:00,1.89,38000,1.9612,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
403,1606.HK,2016-07-11 07:56:16.156961+00:00,1.88,272000,1.9604,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
404,1606.HK,2016-07-11 07:56:26.009533+00:00,1.88,4000,1.9603,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
405,1606.HK,2016-07-11 07:56:50.092128+00:00,1.88,404000,1.96,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
406,1606.HK,2016-07-11 07:56:56.228513+00:00,1.88,554000,1.9592,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
407,1606.HK,2016-07-11 07:57:05.749940+00:00,1.88,96000,1.9589,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
408,1606.HK,2016-07-11 07:58:39.204493+00:00,1.87,2000000,1.9567,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
409,1606.HK,2016-07-11 07:59:00.684866+00:00,1.86,2000,1.956,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
410,1606.HK,2016-07-11 07:59:09.337221+00:00,1.87,20000,1.9557,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
411,1606.HK,2016-07-11 07:59:19.248976+00:00,1.86,20000,1.9551,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
412,1606.HK,2016-07-11 07:59:33.116828+00:00,1.86,30000,1.9551,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
413,1606.HK,2016-07-11 07:59:39.305197+00:00,1.86,2000,1.9545,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
414,1606.HK,2016-07-11 07:59:39.853243+00:00,1.86,30000,1.9545,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
415,1606.HK,2016-07-11 07:59:41.857347+00:00,1.86,106000,1.9541,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
416,1606.HK,2016-07-11 07:59:43.729204+00:00,1.86,140000,1.9533,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
417,1606.HK,2016-07-11 01:20:00.253796+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
418,1606.HK,2016-07-11 01:20:00.253869+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
419,1606.HK,2016-07-11 01:20:00.253869+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
420,1606.HK,2016-07-11 01:20:00.253869+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
421,1606.HK,2016-07-11 01:20:00.253938+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
422,1606.HK,2016-07-11 01:20:00.254006+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
423,1606.HK,2016-07-11 01:20:00.256950+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
424,1606.HK,2016-07-11 01:20:00.257155+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
425,1606.HK,2016-07-11 01:20:00.257223+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
426,1606.HK,2016-07-11 01:20:00.261719+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
427,1606.HK,2016-07-11 01:20:00.261719+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
428,1606.HK,2016-07-11 01:20:00.263171+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
429,1606.HK,2016-07-11 01:20:00.263171+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
430,1606.HK,2016-07-11 01:20:00.263239+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
431,1606.HK,2016-07-11 01:20:00.263312+00:00,2,50000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
432,1606.HK,2016-07-11 01:20:00.266815+00:00,2,100000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
433,1606.HK,2016-07-11 01:20:00.266956+00:00,2,10000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
434,1606.HK,2016-07-11 01:20:00.266956+00:00,2,200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
435,1606.HK,2016-07-11 01:20:00.266956+00:00,2,162000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
436,1606.HK,2016-07-11 01:20:00.267025+00:00,2,2000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
437,1606.HK,2016-07-11 01:20:00.267025+00:00,2,10000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
438,1606.HK,2016-07-11 01:20:00.267404+00:00,2,200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
439,1606.HK,2016-07-11 01:20:00.267404+00:00,2,200000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
440,1606.HK,2016-07-11 01:20:00.267752+00:00,2,1000000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
441,1606.HK,2016-07-11 01:20:00.267814+00:00,2,4000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
442,1606.HK,2016-07-11 01:20:00.267814+00:00,2,906000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
443,1606.HK,2016-07-11 01:20:00.267814+00:00,2,294000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
444,1606.HK,2016-07-11 01:20:00.268413+00:00,2,1106000,2,U[ACT_FLAG1],,U[ACT_FLAG1],8,Trade
445,1606.HK,2016-07-11 02:29:38.973660+00:00,1.95,2000,1.9957,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
446,1606.HK,2016-07-11 05:04:54.818489+00:00,1.89,4000,1.9808,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
447,1606.HK,2016-07-11 06:55:03.385462+00:00,1.87,2000,1.9666,Y[ACT_FLAG1],,Y[ACT_FLAG1],8,Trade
448,1606.HK,2016-07-11 01:30:00.422525+00:00,2,506000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
449,1606.HK,2016-07-11 01:30:00.450572+00:00,2,90000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
450,1606.HK,2016-07-11 01:30:00.606553+00:00,2,416000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
451,1606.HK,2016-07-11 01:30:01.206566+00:00,2,184000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
452,1606.HK,2016-07-11 01:30:01.379615+00:00,2,2000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
453,1606.HK,2016-07-11 01:30:01.610483+00:00,2,2000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
454,1606.HK,2016-07-11 01:30:02.130857+00:00,2,202000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
455,1606.HK,2016-07-11 01:30:02.194630+00:00,2,998000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
456,1606.HK,2016-07-11 01:30:03.094614+00:00,1.99,30000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
457,1606.HK,2016-07-11 01:30:05.522726+00:00,1.99,200000,2,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
458,1606.HK,2016-07-11 01:30:32.874348+00:00,1.99,2000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
459,1606.HK,2016-07-11 01:30:41.654893+00:00,1.99,2000,1.9998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
460,1606.HK,2016-07-11 01:31:27.434512+00:00,1.99,10000,1.9997,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
461,1606.HK,2016-07-11 01:32:09.615324+00:00,1.99,40000,1.9996,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
462,1606.HK,2016-07-11 01:32:15.242290+00:00,1.99,4000,1.9994,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
463,1606.HK,2016-07-11 01:32:15.318681+00:00,1.99,10000,1.9994,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
464,1606.HK,2016-07-11 01:32:21.987078+00:00,1.99,500000,1.9993,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
465,1606.HK,2016-07-11 01:32:23.866762+00:00,1.99,2000,1.9992,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
466,1606.HK,2016-07-11 01:32:24.510795+00:00,1.99,50000,1.9992,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
467,1606.HK,2016-07-11 01:32:40.282729+00:00,1.99,30000,1.9991,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
468,1606.HK,2016-07-11 01:32:51.430378+00:00,1.99,16000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
469,1606.HK,2016-07-11 01:32:58.303278+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
470,1606.HK,2016-07-11 01:33:04.142618+00:00,1.99,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
471,1606.HK,2016-07-11 01:33:06.254732+00:00,1.99,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
472,1606.HK,2016-07-11 01:33:33.942838+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
473,1606.HK,2016-07-11 01:33:48.934706+00:00,1.99,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
474,1606.HK,2016-07-11 01:33:57.634843+00:00,1.99,10000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
475,1606.HK,2016-07-11 01:34:54.091235+00:00,1.98,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
476,1606.HK,2016-07-11 01:34:59.343545+00:00,1.98,30000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
477,1606.HK,2016-07-11 01:35:26.890429+00:00,1.98,4000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
478,1606.HK,2016-07-11 01:39:13.254567+00:00,1.98,2000,1.999,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
479,1606.HK,2016-07-11 01:41:06.419162+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
480,1606.HK,2016-07-11 01:41:06.939211+00:00,1.98,10000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
481,1606.HK,2016-07-11 01:41:41.751770+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
482,1606.HK,2016-07-11 01:42:45.215591+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
483,1606.HK,2016-07-11 01:43:37.958962+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
484,1606.HK,2016-07-11 01:43:48.619664+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
485,1606.HK,2016-07-11 01:44:12.578974+00:00,1.98,14000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
486,1606.HK,2016-07-11 01:44:20.155449+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
487,1606.HK,2016-07-11 01:47:02.479858+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
488,1606.HK,2016-07-11 01:47:35.388072+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
489,1606.HK,2016-07-11 01:47:38.570963+00:00,1.98,2000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
490,1606.HK,2016-07-11 01:48:14.647052+00:00,1.98,8000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
491,1606.HK,2016-07-11 01:48:52.995321+00:00,1.98,30000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
492,1606.HK,2016-07-11 01:49:18.784294+00:00,1.98,4000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
493,1606.HK,2016-07-11 01:49:23.555060+00:00,1.98,8000,1.9989,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
494,1606.HK,2016-07-11 01:49:39.252111+00:00,1.98,10000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
495,1606.HK,2016-07-11 01:49:39.252111+00:00,1.98,2000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
496,1606.HK,2016-07-11 01:50:02.503359+00:00,1.97,2000,1.9986,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
497,1606.HK,2016-07-11 01:51:50.624431+00:00,1.96,2000,1.9983,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
498,1606.HK,2016-07-11 01:54:54.856541+00:00,1.97,2000,1.9983,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
499,1606.HK,2016-07-11 01:54:59.723832+00:00,1.96,10000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
500,1606.HK,2016-07-11 01:58:55.509040+00:00,1.96,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
501,1606.HK,2016-07-11 01:59:23.876124+00:00,1.96,2000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
502,1606.HK,2016-07-11 01:59:33.465104+00:00,1.96,8000,1.9981,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
503,1606.HK,2016-07-11 02:00:09.400615+00:00,1.96,100000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
504,1606.HK,2016-07-11 02:08:43.676607+00:00,1.95,2000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
505,1606.HK,2016-07-11 02:11:15.620448+00:00,1.96,8000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
506,1606.HK,2016-07-11 02:11:15.620448+00:00,1.96,2000,1.998,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
507,1606.HK,2016-07-11 02:14:13.313327+00:00,1.95,2000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
508,1606.HK,2016-07-11 02:20:53.297083+00:00,1.96,4000,1.9979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
509,1606.HK,2016-07-11 02:25:32.573294+00:00,1.95,380000,1.9974,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
510,1606.HK,2016-07-11 02:28:47.553541+00:00,1.95,2000,1.9973,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
511,1606.HK,2016-07-11 02:30:13.133506+00:00,1.94,2000,1.9953,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
512,1606.HK,2016-07-11 02:45:54.547259+00:00,1.95,50000,1.9952,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
513,1606.HK,2016-07-11 02:46:25.467105+00:00,1.92,6000,1.9939,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
514,1606.HK,2016-07-11 02:46:25.467105+00:00,1.92,2000,1.9939,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
515,1606.HK,2016-07-11 02:47:42.818524+00:00,1.92,8000,1.9938,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
516,1606.HK,2016-07-11 02:49:38.047253+00:00,1.9,20000,1.9845,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
517,1606.HK,2016-07-11 02:51:04.587565+00:00,1.89,2000,1.9844,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
518,1606.HK,2016-07-11 02:54:36.635619+00:00,1.9,20000,1.9843,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
519,1606.HK,2016-07-11 02:58:40.579778+00:00,1.89,2000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
520,1606.HK,2016-07-11 02:59:41.415313+00:00,1.89,2000,1.9842,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
521,1606.HK,2016-07-11 03:14:47.264023+00:00,1.9,16000,1.9839,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
522,1606.HK,2016-07-11 03:22:07.980615+00:00,1.9,176000,1.9838,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
523,1606.HK,2016-07-11 03:22:07.980687+00:00,1.9,60000,1.9838,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
524,1606.HK,2016-07-11 03:31:52.117931+00:00,1.9,14000,1.9831,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
525,1606.HK,2016-07-11 03:36:30.802724+00:00,1.9,4000,1.9829,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
526,1606.HK,2016-07-11 03:37:40.269845+00:00,1.89,14000,1.9828,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
527,1606.HK,2016-07-11 03:50:06.870276+00:00,1.89,2000,1.9827,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
528,1606.HK,2016-07-11 05:00:00.466502+00:00,1.89,1000000,1.982,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
529,1606.HK,2016-07-11 05:00:00.490140+00:00,1.89,432000,1.9817,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
530,1606.HK,2016-07-11 05:04:54.818424+00:00,1.89,2000,1.9809,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
531,1606.HK,2016-07-11 05:04:58.826505+00:00,1.89,112000,1.9806,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
532,1606.HK,2016-07-11 05:05:19.022658+00:00,1.89,80000,1.9805,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
533,1606.HK,2016-07-11 05:06:40.502365+00:00,1.89,10000,1.9805,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
534,1606.HK,2016-07-11 05:27:55.557411+00:00,1.89,20000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
535,1606.HK,2016-07-11 05:31:09.280094+00:00,1.89,2000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
536,1606.HK,2016-07-11 05:31:09.280094+00:00,1.89,18000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
537,1606.HK,2016-07-11 05:39:08.352737+00:00,1.88,2000,1.9796,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
538,1606.HK,2016-07-11 05:39:08.352737+00:00,1.88,10000,1.9792,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
539,1606.HK,2016-07-11 05:39:08.352805+00:00,1.88,6000,1.9792,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
540,1606.HK,2016-07-11 05:39:50.341503+00:00,1.88,14000,1.979,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
541,1606.HK,2016-07-11 05:44:43.421211+00:00,1.88,20000,1.9782,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
542,1606.HK,2016-07-11 05:45:45.828729+00:00,1.88,10000,1.9782,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
543,1606.HK,2016-07-11 05:51:25.165478+00:00,1.88,20000,1.9781,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
544,1606.HK,2016-07-11 06:12:57.335197+00:00,1.88,10000,1.9772,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
545,1606.HK,2016-07-11 06:14:56.126528+00:00,1.87,2000,1.9771,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
546,1606.HK,2016-07-11 06:18:14.511309+00:00,1.87,200000,1.977,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
547,1606.HK,2016-07-11 06:24:11.947861+00:00,1.87,50000,1.9764,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
548,1606.HK,2016-07-11 06:24:15.960117+00:00,1.87,20000,1.9762,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
549,1606.HK,2016-07-11 06:24:15.960117+00:00,1.87,10000,1.9762,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
550,1606.HK,2016-07-11 06:26:02.155252+00:00,1.86,500000,1.9756,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
551,1606.HK,2016-07-11 06:26:20.467551+00:00,1.86,20000,1.9751,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
552,1606.HK,2016-07-11 06:29:20.208445+00:00,1.86,2000,1.9745,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
553,1606.HK,2016-07-11 06:30:03.747362+00:00,1.86,6000,1.9744,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
554,1606.HK,2016-07-11 06:31:10.683318+00:00,1.85,18000,1.9701,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
555,1606.HK,2016-07-11 06:37:40.387853+00:00,1.85,336000,1.9689,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
556,1606.HK,2016-07-11 06:42:50.004235+00:00,1.86,10000,1.9685,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
557,1606.HK,2016-07-11 06:43:20.889113+00:00,1.85,2000,1.9683,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
558,1606.HK,2016-07-11 06:43:20.948630+00:00,1.85,342000,1.9678,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
559,1606.HK,2016-07-11 06:44:49.669472+00:00,1.86,34000,1.9676,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
560,1606.HK,2016-07-11 06:46:37.796997+00:00,1.85,4000,1.9672,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
561,1606.HK,2016-07-11 06:48:20.921169+00:00,1.85,2000,1.9671,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
562,1606.HK,2016-07-11 06:55:05.648715+00:00,1.87,4000,1.9663,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
563,1606.HK,2016-07-11 06:55:26.781011+00:00,1.87,500000,1.9659,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
564,1606.HK,2016-07-11 06:56:19.460949+00:00,1.87,30000,1.9655,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
565,1606.HK,2016-07-11 06:57:44.836908+00:00,1.87,200000,1.9653,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
566,1606.HK,2016-07-11 07:03:26.049872+00:00,1.87,6000,1.9653,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
567,1606.HK,2016-07-11 07:17:09.675436+00:00,1.86,40000,1.9651,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
568,1606.HK,2016-07-11 07:27:26.054574+00:00,1.85,18000,1.9637,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
569,1606.HK,2016-07-11 07:31:42.740077+00:00,1.85,80000,1.9637,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
570,1606.HK,2016-07-11 07:32:05.718742+00:00,1.85,66000,1.9636,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
571,1606.HK,2016-07-11 07:32:05.718818+00:00,1.85,50000,1.9636,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
572,1606.HK,2016-07-11 07:32:05.718818+00:00,1.85,54000,1.9633,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
573,1606.HK,2016-07-11 07:32:09.803710+00:00,1.85,4000,1.9631,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
574,1606.HK,2016-07-11 07:35:56.483139+00:00,1.86,50000,1.9629,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
575,1606.HK,2016-07-11 07:37:43.319361+00:00,1.86,20000,1.9628,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
576,1606.HK,2016-07-11 07:37:47.220064+00:00,1.86,2000,1.9627,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
577,1606.HK,2016-07-11 07:40:29.860123+00:00,1.86,182000,1.9625,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
578,1606.HK,2016-07-11 07:41:58.163253+00:00,1.87,20000,1.9622,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
579,1606.HK,2016-07-11 07:43:18.171830+00:00,1.87,50000,1.9621,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
580,1606.HK,2016-07-11 07:43:22.396277+00:00,1.87,10000,1.9621,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
581,1606.HK,2016-07-11 07:45:01.459813+00:00,1.87,2000,1.9621,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
582,1606.HK,2016-07-11 07:45:11.959461+00:00,1.87,2000,1.9621,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
583,1606.HK,2016-07-11 07:48:37.765300+00:00,1.87,18000,1.9621,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
584,1606.HK,2016-07-11 07:48:55.357353+00:00,1.89,16000,1.9615,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
585,1606.HK,2016-07-11 07:48:56.532547+00:00,1.89,12000,1.9615,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
586,1606.HK,2016-07-11 07:49:19.587972+00:00,1.89,50000,1.9614,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
587,1606.HK,2016-07-11 07:49:49.940752+00:00,1.9,2000,1.9613,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
588,1606.HK,2016-07-11 07:49:49.940752+00:00,1.9,24000,1.9613,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
589,1606.HK,2016-07-11 07:50:14.600075+00:00,1.89,30000,1.9612,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
590,1606.HK,2016-07-11 07:56:15.972768+00:00,1.88,30000,1.961,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
591,1606.HK,2016-07-11 07:56:15.972768+00:00,1.88,970000,1.9605,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
592,1606.HK,2016-07-11 07:56:17.032996+00:00,1.88,70000,1.9604,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
593,1606.HK,2016-07-11 07:56:21.772412+00:00,1.88,100000,1.9603,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
594,1606.HK,2016-07-11 07:56:35.756280+00:00,1.88,60000,1.9603,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
595,1606.HK,2016-07-11 07:58:18.748309+00:00,1.87,390000,1.9587,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
596,1606.HK,2016-07-11 07:58:21.160495+00:00,1.87,20000,1.9587,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
597,1606.HK,2016-07-11 07:58:49.429066+00:00,1.86,50000,1.9562,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
598,1606.HK,2016-07-11 07:59:05.833187+00:00,1.86,160000,1.9557,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
599,1606.HK,2016-07-11 07:59:12.592567+00:00,1.86,2000,1.9554,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
600,1606.HK,2016-07-11 07:59:36.857050+00:00,1.86,592000,1.9546,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
601,1606.HK,2016-07-11 07:59:43.073427+00:00,1.86,660000,1.9535,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
602,1606.HK,2016-07-11 07:59:46.924647+00:00,1.86,60000,1.9532,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
603,1606.HK,2016-07-11 07:59:46.924647+00:00,1.86,10000,1.9532,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
604,1606.HK,2016-07-11 07:59:54.385094+00:00,1.86,60000,1.9528,[ACT_FLAG1],,[ACT_FLAG1],8,Trade
